L,nup,delta,U,seed,chi_son,chi_sext,chi_d,chi_dxy,n
12,36,0.0,0.0,1,-4.60698146298455e-14,1.0793144156195923e-13,-8.532907713743043e-13,1.0512479775570681e-13,0.5
12,36,0.0,0.0,2,-4.60698146298455e-14,1.0793144156195923e-13,-8.532907713743043e-13,1.0512479775570681e-13,0.5
12,36,0.0,0.0,3,-4.60698146298455e-14,1.0793144156195923e-13,-8.532907713743043e-13,1.0512479775570681e-13,0.5
12,36,0.0,0.0,4,-4.60698146298455e-14,1.0793144156195923e-13,-8.532907713743043e-13,1.0512479775570681e-13,0.5
12,36,0.0,0.0,5,-4.60698146298455e-14,1.0793144156195923e-13,-8.532907713743043e-13,1.0512479775570681e-13,0.5
12,36,0.0,0.0,6,-4.60698146298455e-14,1.0793144156195923e-13,-8.532907713743043e-13,1.0512479775570681e-13,0.5
12,36,0.1,0.0,1,-3.774758283725532e-15,3.4692249073486894e-14,8.725464795134031e-14,2.9377389410001346e-13,0.5
12,36,0.1,0.0,2,-3.774758283725532e-15,3.4692249073486894e-14,8.725464795134031e-14,2.9377389410001346e-13,0.5
12,36,0.1,0.0,3,-3.774758283725532e-15,3.4692249073486894e-14,8.725464795134031e-14,2.9377389410001346e-13,0.5
12,36,0.1,0.0,4,-3.774758283725532e-15,3.4692249073486894e-14,8.725464795134031e-14,2.9377389410001346e-13,0.5
12,36,0.1,0.0,5,-3.774758283725532e-15,3.4692249073486894e-14,8.725464795134031e-14,2.9377389410001346e-13,0.5
12,36,0.1,0.0,6,-3.774758283725532e-15,3.4692249073486894e-14,8.725464795134031e-14,2.9377389410001346e-13,0.5
12,36,0.2,0.0,1,-7.167599846980011e-14,8.299139153677971e-14,-1.5639045614079806e-13,-1.3812950783176349e-13,0.5
12,36,0.2,0.0,2,-7.167599846980011e-14,8.299139153677971e-14,-1.5639045614079806e-13,-1.3812950783176349e-13,0.5
12,36,0.2,0.0,3,-7.167599846980011e-14,8.299139153677971e-14,-1.5639045614079806e-13,-1.3812950783176349e-13,0.5
12,36,0.2,0.0,4,-7.167599846980011e-14,8.299139153677971e-14,-1.5639045614079806e-13,-1.3812950783176349e-13,0.5
12,36,0.2,0.0,5,-7.167599846980011e-14,8.299139153677971e-14,-1.5639045614079806e-13,-1.3812950783176349e-13,0.5
12,36,0.2,0.0,6,-7.167599846980011e-14,8.299139153677971e-14,-1.5639045614079806e-13,-1.3812950783176349e-13,0.5
12,36,0.3,0.0,1,-3.793410030539235e-14,9.130474154517287e-14,-6.008349373587407e-13,1.3439915846902294e-13,0.5
12,36,0.3,0.0,2,-3.793410030539235e-14,9.130474154517287e-14,-6.008349373587407e-13,1.3439915846902294e-13,0.5
12,36,0.3,0.0,3,-3.793410030539235e-14,9.130474154517287e-14,-6.008349373587407e-13,1.3439915846902294e-13,0.5
12,36,0.3,0.0,4,-3.793410030539235e-14,9.130474154517287e-14,-6.008349373587407e-13,1.3439915846902294e-13,0.5
12,36,0.3,0.0,5,-3.793410030539235e-14,9.130474154517287e-14,-6.008349373587407e-13,1.3439915846902294e-13,0.5
12,36,0.3,0.0,6,-3.793410030539235e-14,9.130474154517287e-14,-6.008349373587407e-13,1.3439915846902294e-13,0.5
12,36,0.4,0.0,1,-1.212807632100521e-13,7.329248319365434e-14,-3.54631879417866e-13,1.2182255204606917e-13,0.5
12,36,0.4,0.0,2,-1.212807632100521e-13,7.329248319365434e-14,-3.54631879417866e-13,1.2182255204606917e-13,0.5
12,36,0.4,0.0,3,-1.212807632100521e-13,7.329248319365434e-14,-3.54631879417866e-13,1.2182255204606917e-13,0.5
