L,nup,delta,U,seed,chi_son,chi_sext,chi_d,chi_dxy,n
12,36,0.0,4.0,1,-32.929143096966726,-13.756993091341622,0.506562685853719,3.5595143307991917,0.5
12,36,0.0,4.0,2,-33.27161460141719,-13.912569002628539,-4.893194967556708,5.389310404938874,0.5
12,36,0.0,4.0,3,-33.166845248825425,-14.037942902298505,-6.572364127519178,5.310714656290576,0.5
12,36,0.0,4.0,4,-33.10925946962822,-14.091733189810885,-0.627788139146422,1.6335857696758969,0.5
12,36,0.0,4.0,5,-33.06795071183471,-14.427766287024287,-0.5680954227190282,2.128487490622816,0.5
12,36,0.0,4.0,6,-33.153473350285346,-14.190179659889685,-0.11210110845973223,2.4096788499685404,0.5
12,36,0.1,4.0,1,-33.311820620248184,-13.196530894977045,0.23408128768929792,3.971527955471205,0.5
12,36,0.1,4.0,2,-33.54203440991547,-12.919808903373852,3.4794319436911016,0.3177156707291644,0.5
12,36,0.1,4.0,3,-33.56914213610213,-14.132585469761818,1.0156550242308313,2.2778909403587493,0.5
12,36,0.1,4.0,4,-33.60059916157187,-14.222730774758588,-0.7992362267366817,2.8807569568743276,0.5
12,36,0.1,4.0,5,-33.3036244288014,-13.538083236915071,-4.818637205214974,3.0234873544993404,0.5
12,36,0.1,4.0,6,-33.582965531308346,-14.283953391783442,-0.20523509346526997,1.109579934708291,0.5
12,36,0.2,4.0,1,-34.32491016932475,-14.056937997311554,-2.1596110205060817,-2.3167015013566354,0.5
12,36,0.2,4.0,2,-34.603171559821135,-13.537935325025757,-0.601825785638866,-1.3912615138556805,0.5
12,36,0.2,4.0,3,-34.63300121447615,-13.482330770369282,-0.891816984016182,-0.6651260206485301,0.5
12,36,0.2,4.0,4,-34.383777468049416,-13.204418923888147,-1.021237549749888,-2.6536246525092784,0.5
12,36,0.2,4.0,5,-34.61569725829757,-13.86648607303934,2.7846393397015126,-2.1586625948744804,0.5
12,36,0.2,4.0,6,-34.36882681516018,-13.75638741258744,4.874108775887796,-1.9822314772068743,0.5
12,36,0.3,4.0,1,-35.012717808142476,-13.528791308035386,-2.7170007824765934,-7.742255242802315,0.5
12,36,0.3,4.0,2,-35.855017393555535,-13.303950714600655,-1.6780378360411334,-10.992815940677662,0.5
12,36,0.3,4.0,3,-35.515216549954786,-13.009282627529746,-3.723420480251181,-8.485892728141712,0.5
12,36,0.3,4.0,4,-35.94190589451919,-13.600476518377405,-2.4982377851614532,-9.35862319192185,0.5
12,36,0.3,4.0,5,-36.14613100765191,-14.382960176655143,0.259845158867163,-10.458640297262983,0.5
12,36,0.3,4.0,6,-35.77711932560008,-13.125670277871837,-4.751836529950893,-9.800570102544787,0.5
12,36,0.4,4.0,1,-37.23553884357039,-13.988560512645796,-3.601667058214885,-23.22831503298225,0.5
12,36,0.4,4.0,2,-37.25538175552718,-13.284049576003156,-1.9360583730941456,-20.952555819344216,0.5
12,36,0.4,4.0,3,-37.66007492338112,-14.3754646926845,-5.382380628900887,-21.1196049008861,0.5
12,36,0.4,4.0,4,-37.76128657962511,-14.87378692818435,-1.2112550857122941,-17.790365527664427,0.5
12,36,0.4,4.0,5,-37.60538405676262,-13.959202770186556,0.09868932951476003,-24.00541357407898,0.5
